x, y
-0.9907692307692307, -0.0015313935681470214
-0.9723076923076923, -0.0015313935681470214
-0.9538461538461538, 0.0015313935681471325
-0.9323076923076923, 0.0015313935681471325
-0.9076923076923077, -0.0015313935681470214
-0.8676923076923077, 0.0015313935681471325
-0.803076923076923, 0.0015313935681471325
-0.7353846153846153, 0.0015313935681471325
-0.6707692307692308, 0.0015313935681471325
-0.6, 0.0015313935681471325
-0.4, -0.0015313935681470214
-0.19999999999999996, 0.004594180704441175
-0.003076923076923088, 0.004594180704441175
0.19999999999999996, 0.0015313935681471325
0.3999999999999999, -0.0015313935681470214
0.6030769230769231, 0.004594180704441175
0.6707692307692308, 0.007656967840735218
0.7384615384615385, 0.007656967840735218
0.803076923076923, 0.007656967840735218
0.8676923076923078, 0.010719754977029039
0.9076923076923078, 0.013782542113323082
0.9353846153846155, 0.010719754977029039
0.96, 0.004594180704441175
0.9784615384615385, 0.004594180704441175
