x, y
0.24444444444444446, -0.9944521497919556
0.37222222222222223, -0.9805825242718447
0.38888888888888884, -0.9694868238557559
0.35277777777777786, -0.941747572815534
0.37777777777777777, -0.9140083217753121
0.3833333333333333, -0.8751733703190014
0.4388888888888889, -0.8085991678224688
0.4833333333333334, -0.7420249653259362
0.3833333333333333, -0.6726768377253813
0.38611111111111107, -0.6061026352288488
0.2861111111111112, -0.4036061026352288
0.1694444444444445, -0.1983356449375867
0.14722222222222237, 0.001386962552011095
0.12222222222222223, 0.201109570041609
0.09166666666666679, 0.4008321775312067
0.125, 0.6033287101248266
0.12222222222222223, 0.6699029126213594
0.1333333333333333, 0.7364771151178919
0.15000000000000013, 0.8030513176144245
0.15555555555555567, 0.8668515950069349
0.14722222222222237, 0.9112343966712899
0.16666666666666674, 0.9389736477115118
0.3027777777777778, 0.9639389736477115
0.36388888888888893, 0.9778085991678225
0.4277777777777778, 0.9889042995839112
