x, y
-0.003076923076923088, -0.9846860643185299
-0.003076923076923088, -0.9663093415007658
-0.003076923076923088, -0.9418070444104135
-0.003076923076923088, -0.9234303215926493
-0.003076923076923088, -0.898928024502297
-0.009230769230769265, -0.8652373660030628
-0.018461538461538418, -0.7978560490045942
-0.040000000000000036, -0.7274119448698315
-0.003076923076923088, -0.663093415007657
0.006153846153846176, -0.5926493108728943
0, -0.39663093415007655
0.003076923076922977, -0.19448698315467072
0, 0.0015313935681471325
0, 0.2067381316998469
-0.003076923076923088, 0.4058192955589588
-0.003076923076923088, 0.6079632465543645
-0.006153846153846176, 0.6722817764165392
0, 0.7366003062787136
0, 0.8039816232771824
-0.003076923076923088, 0.8744257274119449
-0.006153846153846176, 0.9050535987748851
-0.006153846153846176, 0.9295558958652375
-0.006153846153846176, 0.9540581929555896
-0.006153846153846176, 0.9724349157733538
-0.01538461538461533, 0.9938744257274119
