x, y
0.04307692307692301, -0.9877488514548239
0.05230769230769239, -0.9693721286370597
0.06461538461538452, -0.9540581929555896
0.08000000000000007, -0.9295558958652373
0.08307692307692305, -0.9019908116385911
0.08615384615384625, -0.8591117917304747
0.11384615384615393, -0.7947932618683001
0.11692307692307691, -0.7304747320061256
0.06153846153846154, -0.6600306278713629
0.0707692307692307, -0.5926493108728943
0.07692307692307687, -0.3935681470137825
0.055384615384615365, -0.19448698315467072
0.03076923076923066, 0.0015313935681471325
0.03384615384615386, 0.20980091883614094
0.03076923076923066, 0.40888208269525284
0.040000000000000036, 0.6049004594180705
0.040000000000000036, 0.6722817764165392
0.04615384615384621, 0.7427258805513017
0.055384615384615365, 0.8070444104134764
0.06153846153846154, 0.8713629402756509
0.0707692307692307, 0.9142419601837672
0.11076923076923073, 0.9418070444104136
0.25230769230769234, 0.9632465543644717
0.3507692307692307, 0.981623277182236
0.7230769230769232, 0.9938744257274119
