x, y
-0.046616541353383445, -0.9879518072289156
-0.09172932330827066, -0.9728915662650602
-0.13984962406015033, -0.9608433734939759
-0.1969924812030075, -0.9337349397590361
-0.22105263157894728, -0.9066265060240963
-0.20300751879699241, -0.8674698795180723
-0.14887218045112782, -0.7951807228915663
-0.09774436090225558, -0.7319277108433735
-0.07067669172932323, -0.6656626506024097
-0.05563909774436082, -0.5963855421686747
-0.02857142857142847, -0.3975903614457831
-0.007518796992481147, -0.19578313253012047
-0.004511278195488688, 0.003012048192771122
0.0015037593984963404, 0.20481927710843384
0.028571428571428692, 0.4006024096385543
0.049624060150375904, 0.602409638554217
0.06165413533834596, 0.6716867469879519
0.0736842105263158, 0.7349397590361446
0.08571428571428585, 0.8042168674698795
0.1037593984962406, 0.8704819277108435
0.13984962406015033, 0.9126506024096386
0.21503759398496247, 0.9367469879518073
0.3984962406015038, 0.963855421686747
0.5428571428571429, 0.9759036144578315
0.7203007518796993, 0.9879518072289157
