x, y
0.006535947712418277, -0.9896373056994818
0.019607843137254832, -0.9766839378238342
0.03790849673202601, -0.9637305699481865
-0.048366013071895475, -0.9352331606217616
-0.1869281045751634, -0.9119170984455959
-0.21307189542483662, -0.8730569948186528
-0.4222222222222223, -0.8031088082901554
-0.3437908496732026, -0.7357512953367875
-0.26274509803921575, -0.6683937823834196
-0.24183006535947715, -0.6036269430051813
-0.23660130718954253, -0.40414507772020725
-0.048366013071895475, -0.20207253886010357
-0.014379084967320321, -0.002590673575129543
0.0039215686274509665, 0.19430051813471505
-0.0039215686274510775, 0.39637305699481873
0.01699346405228752, 0.5958549222797929
0.01699346405228752, 0.6632124352331608
-0.0013071895424837665, 0.7279792746113991
-0.014379084967320321, 0.795336787564767
0.019607843137254832, 0.8601036269430054
0.009150326797385588, 0.9015544041450778
-0.0065359477124183885, 0.927461139896373
-0.07189542483660138, 0.955958549222798
-0.11111111111111116, 0.9689119170984457
-0.08758169934640525, 0.9818652849740934
