x, y
-0.9894459102902374, 0.0647291941875825
-0.9736147757255936, 0.0990752972258917
-0.9604221635883905, 0.14927344782034346
-0.9340369393139841, 0.1809775429326288
-0.9076517150395779, 0.18361955085865267
-0.8654353562005277, 0.21268163804491413
-0.7994722955145119, 0.19154557463672384
-0.7335092348284961, 0.18626155878467632
-0.6675461741424802, 0.1730515191545574
-0.6015831134564644, 0.13870541611624843
-0.40105540897097625, 0.059445178335534976
-0.20052770448548818, 0.022457067371202122
-0.0026385224274406704, 0.003963011889035695
0.20316622691292863, 0.0013210039630118242
0.4036939313984169, -0.019815059445178362
0.6015831134564644, -0.05416116248348746
0.6675461741424802, -0.062087186261558736
0.733509234828496, -0.08850726552179655
0.8021108179419525, -0.19682959048877147
0.8680738786279683, -0.35535006605019814
0.9076517150395778, -0.41611624834874505
0.934036939313984, -0.3527080581241744
0.9604221635883905, -0.2285336856010568
0.9736147757255935, -0.15191545574636722
0.9868073878627968, -0.08322324966974903
