x, y
0.0026338893766459925, -0.984251968503937
-0.0026338893766464366, -0.965004374453193
-0.009657594381035972, -0.9475065616797901
-0.014925373134328401, -0.9317585301837271
-0.039508340649692775, -0.9055118110236218
-0.12203687445127276, -0.8652668416447942
-0.11325724319578578, -0.7987751531058616
-0.1097453906935908, -0.7322834645669289
-0.05706760316066717, -0.6640419947506562
-0.043020193151887764, -0.5975503062117236
0.0008779631255484421, -0.39632545931758534
0.007901668129938422, -0.19335083114610663
0.0026338893766459925, 0.006124234470691103
