x, y
-0.04887714663143994, -0.9867724867724867
-0.12813738441215328, -0.9708994708994709
-0.17833553500660504, -0.9576719576719577
-0.22324966974900928, -0.9312169312169312
-0.23910171730515195, -0.9047619047619048
-0.2417437252311757, -0.8650793650793651
-0.21796565389696165, -0.798941798941799
-0.17833553500660504, -0.7328042328042328
-0.15191545574636722, -0.6640211640211641
-0.09643328929986794, -0.5978835978835979
-0.03830911492734479, -0.39682539682539686
-0.022457067371202122, -0.1957671957671958
-0.006605019815059454, 0.002645502645502562
0.025099075297225992, 0.20370370370370372
0.06208718626155885, 0.4021164021164021
0.08322324966974892, 0.603174603174603
0.08586525759577279, 0.6693121693121693
0.0990752972258917, 0.7354497354497354
0.10964332892998674, 0.8042328042328042
0.13077939233817704, 0.8703703703703702
0.16512549537648624, 0.91005291005291
0.23645970937912808, 0.9365079365079363
0.37648612945838833, 0.9629629629629628
0.52443857331572, 0.976190476190476
0.7067371202113606, 0.9894179894179893
